skill,param,class,value
Set-Denominator-Unit-of-Composition-Stoichiometry,slips,default,0.002301603445527494
Set-Denominator-Unit-of-Composition-Stoichiometry,forgets,default,0.0
Set-Numerator-Substance-of-Composition-Stoichiometry,prior,default,0.46669261653095834
Set-Numerator-Substance-of-Composition-Stoichiometry,learns,default,0.10908059846150554
Set-Numerator-Substance-of-Composition-Stoichiometry,guesses,default,0.22879924349431532
Set-Numerator-Substance-of-Composition-Stoichiometry,slips,default,0.13163939661477514
Set-Numerator-Substance-of-Composition-Stoichiometry,forgets,default,0.0
Set-Denominator-Substance-of-Composition-Stoichiometry,prior,default,0.8077571410281592
Set-Denominator-Substance-of-Composition-Stoichiometry,learns,default,0.08376155757463029
Set-Denominator-Substance-of-Composition-Stoichiometry,guesses,default,0.22633295063085165
Set-Denominator-Substance-of-Composition-Stoichiometry,slips,default,0.17040045557660857
Set-Denominator-Substance-of-Composition-Stoichiometry,forgets,default,0.0
Set-Denominator-Value-of-Composition-Stoichiometry,prior,default,0.35591726663219275
Set-Denominator-Value-of-Composition-Stoichiometry,learns,default,0.2365996213998502
Set-Denominator-Value-of-Composition-Stoichiometry,guesses,default,0.2182773781645532
Set-Denominator-Value-of-Composition-Stoichiometry,slips,default,0.16675416427203932
Set-Denominator-Value-of-Composition-Stoichiometry,forgets,default,0.0
Select-Solution-Concentration-Reason,prior,default,0.24215951465324603
Select-Solution-Concentration-Reason,learns,default,0.31442701103334303
Select-Solution-Concentration-Reason,guesses,default,0.15166042657420653
Select-Solution-Concentration-Reason,slips,default,0.32060257150907595
Select-Solution-Concentration-Reason,forgets,default,0.0
Set-Numerator-Unit-of-Solution-Concentration,prior,default,0.6828658622596202
Set-Numerator-Unit-of-Solution-Concentration,learns,default,0.06714438148792923
Set-Numerator-Unit-of-Solution-Concentration,guesses,default,0.2072656628559538
Set-Numerator-Unit-of-Solution-Concentration,slips,default,0.21732177757786197
Set-Numerator-Unit-of-Solution-Concentration,forgets,default,0.0
Set-Denominator-Unit-of-Solution-Concentration,prior,default,0.2003731754602988
Set-Denominator-Unit-of-Solution-Concentration,learns,default,0.38105088694889894
Set-Denominator-Unit-of-Solution-Concentration,guesses,default,0.5687182108713622
Set-Denominator-Unit-of-Solution-Concentration,slips,default,0.16473290962873427
Set-Denominator-Unit-of-Solution-Concentration,forgets,default,0.0
Set-Numerator-Substance-of-Solution-Concentration,prior,default,0.2574984180649812
Set-Numerator-Substance-of-Solution-Concentration,learns,default,0.20273084762335944
Set-Numerator-Substance-of-Solution-Concentration,guesses,default,0.3684020400024006
Set-Numerator-Substance-of-Solution-Concentration,slips,default,0.15293475926280525
Set-Numerator-Substance-of-Solution-Concentration,forgets,default,0.0
Set-Denominator-Substance-of-Solution-Concentration,prior,default,0.5315631727471148
Set-Denominator-Substance-of-Solution-Concentration,learns,default,0.24464613369993424
Set-Denominator-Substance-of-Solution-Concentration,guesses,default,0.045133068812550574
Set-Denominator-Substance-of-Solution-Concentration,slips,default,0.12218745602143405
Set-Denominator-Substance-of-Solution-Concentration,forgets,default,0.0
Set-Denominator-Value-of-Solution-Concentration,prior,default,0.07479740180305622
Set-Denominator-Value-of-Solution-Concentration,learns,default,0.41958531895519763
Set-Denominator-Value-of-Solution-Concentration,guesses,default,0.3096163706182274
Set-Denominator-Value-of-Solution-Concentration,slips,default,0.4035973189310353
Set-Denominator-Value-of-Solution-Concentration,forgets,default,0.0
Set-Numerator-Value-of-Solution-Concentration,prior,default,0.09449880494695241
Set-Numerator-Value-of-Solution-Concentration,learns,default,0.06748224548355271
Set-Numerator-Value-of-Solution-Concentration,guesses,default,0.21163731822419135
Set-Numerator-Value-of-Solution-Concentration,slips,default,0.16115472396230485
Set-Numerator-Value-of-Solution-Concentration,forgets,default,0.0
